,Close
1992-02-29,2.2588610683455186
1992-03-31,-1.5953968258554694
1992-04-30,8.472826919602383
1992-05-31,7.674076642120112
1992-06-30,1.0978307986562024
1992-07-31,-6.206708504996672
1992-08-31,-4.5095987368995285
1992-09-30,-5.406874899193103
1992-10-31,4.78106920819806
1992-11-30,1.9443127856421734
1992-12-31,0.31735261150640265
1993-01-31,-0.6484503879343333
1993-02-28,2.075479748921934
1993-03-31,8.969794893756365
1993-04-30,-0.9156203948769743
1993-05-31,7.377020196897274
1993-06-30,-2.464679802373089
1993-07-31,-5.601206494042737
1993-08-31,2.258846947147205
1993-09-30,-1.503567533008068
1993-10-31,0.5419535807408986
1993-11-30,-4.750458133747357
1993-12-31,-4.978240983556023
1994-01-31,7.312799831883847
1994-02-28,3.8228844521669596
1994-03-31,-3.9928547128654435
1994-04-30,-0.32906608352007716
1994-05-31,3.8278727215045985
1994-06-30,-3.6129247234932986
1994-07-31,-2.6534336303225965
1994-08-31,-4.2955463661955156
1994-09-30,-15.628971807600777
1994-10-31,-12.594860481023362
1994-11-30,-1.78379894209975
1994-12-31,5.379352946276594
1995-01-31,13.316523663367393
1995-02-28,-0.456983924246273
1995-03-31,0.3913981954481281
1995-04-30,0.1382596893317126
1995-05-31,7.338397432135363
1995-06-30,8.49330139552914
1995-07-31,3.490806785405155
1995-08-31,0.49652484424483445
1995-09-30,-4.21128322582802
1995-10-31,-1.2154915545867573
1995-11-30,-4.181934969318844
1995-12-31,9.179981518255104
1996-01-31,-4.340059594187635
1996-02-29,4.930031806906486
1996-03-31,2.72779040278088
1996-04-30,10.573508526732258
1996-05-31,13.315493998993647
1996-06-30,-5.628632767317965
1996-07-31,0.43220154328572513
1996-08-31,-0.970677345374714
1996-09-30,-6.512931408106598
1996-10-31,1.9601724845079098
1996-11-30,2.2747472420936274
1996-12-31,10.661297214753262
1997-01-31,17.759603761869226
1997-02-28,-3.418175707166412
1997-03-31,-4.328365416367379
1997-04-30,11.023043526240475
1997-05-31,3.887948384387654
1997-06-30,-1.062382721153222
1997-07-31,0.6030684011364571
1997-08-31,-8.896259712089156
1997-09-30,-6.904036501596722
1997-10-31,-8.540667000600063
1997-11-30,-3.456679799270264
1997-12-31,-2.646753767109068
1998-01-31,-5.29936140267023
1998-02-28,-9.636691682955016
1998-03-31,-4.440058090300286
1998-04-30,11.193128725677413
1998-05-31,9.38773773062743
1998-06-30,0.672615167047233
1998-07-31,-17.67995695284462
1998-08-31,-10.985780397212164
1998-09-30,-14.36598156997119
1998-10-31,2.1747504187769873
1998-11-30,-23.891695252168088
1998-12-31,-14.58243672368235
1999-01-31,34.44677998003339
1999-02-28,9.955102076611617
1999-03-31,-2.010520590765151
1999-04-30,15.168434730939136
1999-05-31,14.285365668716516
1999-06-30,-12.854791077291699
1999-07-31,-9.409001138302449
1999-08-31,4.889395782773244
1999-09-30,-5.689243725740053
1999-10-31,4.7058490764826315
1999-11-30,3.725496041833684
1999-12-31,8.237837807390813
2000-01-31,3.9349549462863975
2000-02-29,1.6031207728536359
2000-03-31,8.24044918845612
2000-04-30,13.849290667185372
2000-05-31,0.9732825134847375
2000-06-30,-2.342238125099477
2000-07-31,-2.7022215202011903
2000-08-31,-16.229617101116258
2000-09-30,-4.624511996358273
2000-10-31,-0.4992890208024304
2000-11-30,-2.9128622110862445
2000-12-31,5.866454127309828
2001-01-31,-0.8181047524771093
2001-02-28,2.9804027348273694
2001-03-31,11.03661113327462
2001-04-30,5.606061686729176
2001-05-31,-0.9053766738114628
2001-06-30,4.536129614204056
2001-07-31,0.26848356564619413
2001-08-31,-9.928454588203696
2001-09-30,-7.460997131267123
2001-10-31,-10.72791004425787
2001-11-30,-6.807893834717629
2001-12-31,1.3849894966342704
2002-01-31,9.454524355629067
2002-02-28,2.471344121405763
2002-03-31,-2.896758932853215
2002-04-30,-15.334978736146313
2002-05-31,0.24748953663378057
2002-06-30,3.5567542837508634
2002-07-31,4.965768574019635
2002-08-31,-24.91124325146094
2002-09-30,-12.906614091401755
2002-10-31,16.66151833723341
2002-11-30,7.191264476367293
2002-12-31,7.452649332683474
2003-01-31,5.034963723737996
2003-02-28,-0.34146073258181353
2003-03-31,1.5088250711716844
2003-04-30,2.9915698724314224
2003-05-31,14.994099261886454
2003-06-30,5.835205512973738
2003-07-31,-6.7285040601421775
2003-08-31,-9.10980344888655
2003-09-30,3.2644991919648625
2003-10-31,-5.636471528346059
2003-11-30,-7.754539349783231
2003-12-31,1.202158513754115
2004-01-31,6.472359915400768
2004-02-29,10.622366361180813
2004-03-31,5.473658604562028
2004-04-30,4.899287878657659
2004-05-31,12.711140379558952
2004-06-30,1.1258247086407274
2004-07-31,-0.5568605997042805
2004-08-31,-8.553617764782741
2004-09-30,-0.7650434381476939
2004-10-31,-1.3653832368756058
2004-11-30,6.652602843423678
2004-12-31,1.1339379741475528
