,Close
2010-01-31,68.00000000000001
2010-02-28,68.38157894736841
2010-03-31,72.31847826086955
2010-04-30,82.30595238095238
2010-05-31,85.12750000000001
2010-06-30,79.72727272727273
2010-07-31,80.64047619047618
2010-08-31,79.66818181818182
2010-09-30,77.70952380952383
2010-10-31,71.30833333333334
2010-11-30,68.38809523809525
2010-12-31,73.64999999999999
2011-01-31,80.83250000000001
2011-02-28,87.96578947368421
2011-03-31,89.30217391304349
2011-04-30,96.93375
2011-05-31,91.44880952380952
2011-06-30,93.45227272727274
2011-07-31,98.04499999999999
2011-08-31,95.2804347826087
2011-09-30,87.83809523809525
2011-10-31,90.92023809523809
2011-11-30,86.925
2011-12-31,85.2142857142857
2012-01-31,85.35375
2012-02-29,88.28
2012-03-31,86.41704545454547
2012-04-30,85.39124999999999
2012-05-31,83.72045454545454
2012-06-30,93.87738095238095
2012-07-31,94.96785714285714
2012-08-31,81.64565217391306
2012-09-30,74.42894736842105
2012-10-31,79.65
2012-11-30,80.775
2012-12-31,84.6825
2013-01-31,85.99523809523808
2013-02-28,84.91710526315792
2013-03-31,79.90499999999999
2013-04-30,85.00227272727271
2013-05-31,92.76363636363637
2013-06-30,99.4825
2013-07-31,99.34772727272725
2013-08-31,92.81022727272726
2013-09-30,91.0225
2013-10-31,89.97934782608696
2013-11-30,86.64624999999998
2013-12-31,84.24285714285713
2014-01-31,86.04880952380952
2014-02-28,92.88026315789473
2014-03-31,119.48095238095237
2014-04-30,123.25595238095238
2014-05-31,116.18928571428572
2014-06-30,121.72261904761906
2014-07-31,128.02499999999998
2014-08-31,104.63809523809525
2014-09-30,105.47857142857141
2014-10-31,97.50217391304349
2014-11-30,90.30263157894738
2014-12-31,84.35909090909091
2015-01-31,74.35624999999999
2015-02-28,65.12368421052632
2015-03-31,62.70681818181818
2015-04-30,67.82380952380953
2015-05-31,81.56875
2015-06-30,78.7909090909091
2015-07-31,78.29431818181818
2015-08-31,72.0809523809524
2015-09-30,70.04285714285714
2015-10-31,68.47045454545456
2015-11-30,56.11999999999999
2015-12-31,57.56704545454546
2016-01-31,62.36842105263158
2016-02-29,67.70624999999998
2016-03-31,70.42386363636363
2016-04-30,71.78333333333335
2016-05-31,79.04523809523809
2016-06-30,83.53750000000001
2016-07-31,77.41624999999999
2016-08-31,63.95
2016-09-30,56.020238095238106
2016-10-31,46.930952380952384
2016-11-30,48.120238095238086
2016-12-31,59.81071428571429
2017-01-31,65.565
2017-02-28,70.825
2017-03-31,67.92173913043479
2017-04-30,64.21052631578948
2017-05-31,75.11477272727274
2017-06-30,84.07272727272726
2017-07-31,86.64750000000001
2017-08-31,72.49782608695652
2017-09-30,59.133750000000006
2017-10-31,62.387499999999996
2017-11-30,63.229761904761915
2017-12-31,66.82625000000002
2018-01-31,72.2547619047619
2018-02-28,71.98421052631579
2018-03-31,64.16190476190476
2018-04-30,61.00833333333333
2018-05-31,71.13181818181819
2018-06-30,80.00357142857142
2018-07-31,72.90000000000002
2018-08-31,54.73478260869565
2018-09-30,57.79342105263158
2018-10-31,61.126086956521746
2018-11-30,57.602380952380955
2018-12-31,58.43625000000001
