,Close
1986-04-30,41.42613636363637
1986-05-31,42.01071428571429
1986-06-30,43.79999999999999
1986-07-31,50.31704545454545
1986-08-31,51.42857142857143
1986-09-30,53.88928571428571
1986-10-31,49.83695652173914
1986-11-30,50.265789473684194
1986-12-31,50.47045454545455
1987-01-31,48.34642857142857
1987-02-28,47.55921052631579
1987-03-31,46.167045454545445
1987-04-30,52.10138888888889
1987-05-31,55.936249999999994
1987-06-30,60.45113636363638
1987-07-31,58.34886363636363
1987-08-31,55.45119047619048
1987-09-30,49.05595238095238
1987-10-31,47.51477272727272
1987-11-30,43.705
1987-12-31,42.502272727272725
1988-01-31,46.33125
1988-02-29,46.60625
1988-03-31,44.75326086956522
1988-04-30,46.47
1988-05-31,52.56547619047619
1988-06-30,49.44204545454546
1988-07-31,45.3575
1988-08-31,44.11956521739131
1988-09-30,38.68809523809524
1988-10-31,40.54761904761905
1988-11-30,40.63863636363637
1988-12-31,43.759523809523806
1989-01-31,44.67261904761906
1989-02-28,42.675000000000004
1989-03-31,43.053409090909085
1989-04-30,42.11125
1989-05-31,47.99090909090909
1989-06-30,48.61136363636364
1989-07-31,46.88375
1989-08-31,44.62717391304348
1989-09-30,41.208749999999995
1989-10-31,47.05795454545455
1989-11-30,49.05357142857143
1989-12-31,50.96
1990-01-31,49.957954545454534
1990-02-28,49.25526315789474
1990-03-31,52.34659090909091
1990-04-30,57.79875
1990-05-31,65.03750000000002
1990-06-30,62.479761904761894
1990-07-31,61.4559523809524
1990-08-31,54.19456521739131
1990-09-30,52.25394736842105
1990-10-31,55.55108695652175
1990-11-30,52.89404761904761
1990-12-31,49.60972222222221
1991-01-31,51.50454545454545
1991-02-28,51.55263157894738
1991-03-31,53.18874999999999
1991-04-30,54.0181818181818
1991-05-31,57.723863636363646
1991-06-30,56.353750000000005
1991-07-31,55.04090909090908
1991-08-31,49.83068181818181
1991-09-30,45.61
1991-10-31,43.9304347826087
1991-11-30,41.81499999999999
1991-12-31,41.00119047619047
1992-01-31,40.2875
1992-02-29,41.20789473684211
1992-03-31,40.55568181818182
1992-04-30,44.141666666666666
1992-05-31,47.66249999999999
1992-06-30,48.18863636363637
1992-07-31,45.28863636363636
1992-08-31,43.29166666666667
1992-09-30,41.01309523809524
1992-10-31,43.021590909090904
1992-11-30,43.86625
1992-12-31,44.00568181818181
1993-01-31,43.72125
1993-02-28,44.638157894736835
1993-03-31,48.827173913043474
1993-04-30,48.38214285714286
1993-05-31,52.08624999999999
1993-06-30,50.81818181818182
1993-07-31,48.04999999999999
1993-08-31,49.14772727272727
1993-09-30,48.414285714285725
1993-10-31,48.67738095238095
1993-11-30,46.41904761904761
1993-12-31,44.16477272727272
1994-01-31,47.51547619047618
1994-02-28,49.367105263157896
1994-03-31,47.43478260869566
1994-04-30,47.27894736842106
1994-05-31,49.12380952380952
1994-06-30,47.38068181818182
1994-07-31,46.14
1994-08-31,44.2
1994-09-30,37.804761904761904
1994-10-31,33.330952380952375
1994-11-30,32.74166666666666
1994-12-31,34.55119047619047
1995-01-31,39.47261904761905
