Date,LeanHogs,Ehog,Khog
2017/3/15 0:00,-0.010645949,0.014910539,0.024039619
2017/3/16 0:00,-0.002500448,0.00824897,-0.011947573
2017/3/17 0:00,-0.012234769,-0.000362494,-0.019418086
2017/3/20 0:00,-0.005809748,-0.001693378,0.024214258
2017/3/21 0:00,-0.009513427,0.007537648,-0.007202912
2017/3/22 0:00,0.002203453,0.050830614,0.011976191
2017/3/23 0:00,0.017454989,-0.002801683,-0.002383791
2017/3/24 0:00,-0.03037745,0.002116282,-0.0095924
2017/3/27 0:00,-0.024451096,0.005583742,0.016726794
2017/3/28 0:00,-0.008413052,-0.002901934,0.011778699
2017/3/29 0:00,0.003067487,-0.031313147,0.004672906
2017/3/30 0:00,0.004964685,-0.004360386,-0.002333723
2017/3/31 0:00,0.000761615,-0.000649792,-0.016490362
2017/4/3 0:00,-0.013412732,-0.003373882,-0.004761914
2017/4/4 0:00,-0.017513582,0,0.021252276
2017/4/5 0:00,-0.000785546,-0.001305251,-0.002339182
2017/4/6 0:00,0.004704046,0.000237445,0.013953715
2017/4/7 0:00,-0.009430325,-0.004759647,-0.009280809
2017/4/10 0:00,0,5.96E-05,-0.002333723
2017/4/11 0:00,-0.010716515,0.000953687,0.009302393
2017/4/12 0:00,-0.006806833,0.065878106,0.018349139
2017/4/13 0:00,0.003609388,0.001894679,-0.009132484
2017/4/19 0:00,-0.019169916,0.020660989,-0.011198325
2017/4/20 0:00,-0.032005817,0.003402374,0.017857617
2017/4/21 0:00,-0.012221717,-0.004972446,0.026202372
2017/4/24 0:00,0.02158216,0.013828949,0.002152853
2017/4/25 0:00,0.012729198,0.009837627,0.042111485
2017/4/26 0:00,-0.008468103,-0.006796246,0.016360283
2017/4/27 0:00,0.033824239,-0.001652937,0.018090946
2017/4/28 0:00,0.001120448,0.002292051,-0.018090946
2017/5/11 0:00,0.006663184,-5.24E-05,0.002195391
2017/5/12 0:00,0.005229226,0.004760046,0.002190581
2017/5/15 0:00,0.071770651,0.004997147,-0.002190581
2017/5/16 0:00,0.018913851,0.009251429,0.017391743
2017/5/17 0:00,0.002220461,0.005591909,-0.002157498
2017/5/18 0:00,0.003163558,-0.001074911,0.010741242
2017/5/19 0:00,0.004412235,0.005821392,0.004264399
2017/5/22 0:00,-0.001888575,0.003862186,0.004246291
2017/5/23 0:00,0.010031432,-0.003760358,0.010537505
2017/5/24 0:00,0.000623636,0.006141372,0.004184107
2017/5/25 0:00,0.009308165,-0.01012036,-0.008385793
2017/5/26 0:00,0.01075114,-0.003635716,-0.004219416
2017/5/30 0:00,-0.016325636,0.029170736,0.016771882
2017/5/31 0:00,0.01754701,0.004424676,0.008281621
2017/6/1 0:00,-0.012281395,-0.00238391,0.002059733
2017/6/2 0:00,0.003700282,0.005306368,0.028399475
2017/6/5 0:00,-0.006174765,-0.001484928,0.019802627
2017/6/8 0:00,0.004888491,-0.004701466,0.005819609
2017/6/9 0:00,0.005471138,-0.00124091,0.005785937
2017/6/12 0:00,-0.006080894,0,-0.007722046
2017/6/13 0:00,0.009711761,0.00034761,0.009643276
2017/6/14 0:00,0.002714524,0.008552765,0.01523839
2017/6/15 0:00,-0.01151179,-0.011137902,-0.009496748
2017/6/16 0:00,0.003346011,-0.025612693,0.001906578
2017/6/19 0:00,0.018950785,-0.002710375,-0.017291497
2017/6/20 0:00,0.013025643,-0.003025876,-0.0038835
2017/6/21 0:00,0.012567753,0.001949919,0.001943635
2017/6/22 0:00,-0.012273678,0.000819882,0.001939865
2017/6/23 0:00,0.003229124,0.003681174,-0.00583092
2017/6/26 0:00,0.020020979,-0.000816868,-0.005865119
2017/6/27 0:00,-0.006340079,0.011022334,-0.007874056
2017/6/28 0:00,0.016628824,0.03674824,0.015686596
2017/6/29 0:00,0.017475078,0.004566662,-0.015686596
2017/6/30 0:00,0.012770857,-0.001503723,-0.009930568
2017/7/3 0:00,0.000827244,-0.004914971,0.003984069
2017/7/5 0:00,0.014774551,-0.001659995,0.023576731
